,language,russian_ipa_segments,target_ipa_segments,count,corresponding_target_ipa
760,Botlikh,'i,'u,1,"[""b-a-ʃ-l-'u-q""]"
761,Botlikh,'i,0,1,"[""a-p-ʃː-'i-0-0-t-i-0-0""]"
762,Botlikh,'i,a,1,"[""k-a-m-'a-n-d-a-r""]"
763,Botlikh,'i,i,30,"[""ɡ-a-r-'a-ʒ-d-a-n-i-n"", ""m-a-ʃ-i-n-'a"", 'tsː-i-n-k', ""a-l-p-'a-w-i-t"", 'b-i-n-t', ""d-'i-n-a-m-i-t"", ""d-'i-p-t-i-r-i-0-0"", ""d-'u-r-ʒ-i-n-a"", 'd-e-m-o-k-r-a-t-i-tʃ-e-s-k-i-0', ""ɡ-'a-l-u-p-ts-i"", ""ɡ-a-r-'a-ʒ-d-a-n-i-n"", 'ɡ-i-m-n', 'ɡ-i-p-s', 'i-s-t-r-a-p-i-l-0', ""k-e-r-'e-p-d-a-ʃ-i-n"", 'l-i-s-t', ""m-a-ɡ-'a-z-i-n"", ""p-a-r-'a-l-i-tʃ"", 'p-a-r-a-j-a-w-i-t-e-l', 'p-e-d-e-r-a-t-i-w-n-i-j', ""p-r-i-z-'i-w-n-i-k'"", ""r-'e-z-i-n-k-a"", 'r-i-ʒ-i-m', 't-u-r-i-s-t', 'tsː-i-r-k', 'tʃ-i-n', 'tʃ-i-t-0-0', ""w-'a-x-m-i-s-t-i-r"", 'w-i-ɡ-o-w-o-r', 'ʕ-a-r-ʃ-i-n']"
764,Botlikh,'o,'a,3,"[""a-b-t-'a-b-u-s"", ""q'-i-r-'a-l"", ""w-i-d-r-'a""]"
765,Botlikh,'o,'e,1,"[""a-t-w-'e-r-0-k-a""]"
766,Botlikh,'o,'i,1,"[""tʃ-a-t-'i-r""]"
767,Botlikh,'o,'o,265,"[""a-ɡ-r-a-n-'o-m"", ""d-i-r-i-ʒ-'o-r"", ""d-o-r-'o-b"", ""ɡ-'o-r-o-d"", ""i-ʃ-p-i-'o-n"", ""i-z-w-o-n-'o-k"", ""i-zʷ-0-e-n-'o"", ""j-'o-d"", ""k-a-w-i-r-k-'o-t"", ""k-u-r-'o-r-t"", ""l-a-t-'o"", ""l-i-t-'o-w-0-ts"", ""l-i-t-'o-w-0-ts"", ""l-i-t-'o-w-0-ts"", ""l-i-t-'o-w-0-ts"", ""m-'o-d-a"", ""m-a-n-ɡ-'o-l"", ""m-a-n-ɡ-'o-l"", ""m-a-n-ɡ-'o-l"", ""m-a-n-ɡ-'o-l"", ""m-i-k-r-a-p-'o-n"", ""n-'o-r-m-a"", ""n-'o-r-m-a"", ""p-'o-w-a-r"", ""p-a-r-a-k-u-r-'o-r"", ""p-i-s-'o-k"", ""p-i-ʃ-e-n-'o"", ""p-u-d-b-'o-l"", ""t-'o-m"", ""tʃ-'o-t-a"", ""tʃ-e-m-p-i-'o-n"", ""a-b-'o-r-t"", ""a-b-a-r-'o-n-a"", ""a-d-i-k-a-l-'o-n"", ""a-d-i-n-'o-tʃ-k-a"", ""a-ɡ-a-r-'o-d"", ""a-ɡ-r-a-n-'o-m"", ""a-k-'o-p"", ""a-l-b-'o-m"", ""a-m-b-u-l-a-t-'o-r-i-0-0"", ""a-tʃ-k-'o"", ""a-tʃː-'o-t"", ""a-w-t-'o-b-u-s"", ""b-'o-m-b-a"", ""b-a-l-'o-n"", ""b-a-n-d-e-r-'o-l"", ""b-e-n-z-a-w-'o-z"", ""b-e-t-'o-n"", ""b-i-r-'o"", ""b-i-t-'o-n"", ""b-u-l-d-'o-w-u-z-i-r"", ""b-u-r-ts-i-l-'o-z"", ""d-'o-l-a-r"", ""d-a-p-r-'o-s"", ""d-a-χ-'o-d"", ""d-e-d-0-'o-m"", ""d-e-d-m-a-r-'o-z"", ""d-i-p-l-'o-m"", ""d-i-r-i-ʒ-'o-r"", ""d-o-m-i-n-'o"", ""ɡ-'o-s-p-i-t-a-l"", ""ɡ-a-l-a-ɡ-'o-l"", ""ɡ-e-r-'o-j"", ""ɡ-o-l-'o-b-u-s"", ""ɡ-o-r-'o-z-n-i-0"", ""ɡ-o-r-k-'o-m"", ""ɡ-u-l-u-k-'o-z-a"", ""i-s-p-a-l-k-'o-m"", ""i-s-t-'o-r-i-0-0"", ""i-s-t-'o-r-i-j-a"", ""i-s-t-'o-r-i-k"", ""i-s-t-'o-r-o-ʒ"", ""i-s-t-a-d-i-'o-n"", ""i-s-t-a-l-'o-0-0-j-0"", ""i-ʃ-p-i-'o-n"", ""i-z-n-a-tʃ-'o-k"", ""i-z-w-a-n-'o-k"", ""i-z-w-e-n-'o"", ""i-χ-t-i-'o-l"", ""j-'o-l-k-a"", ""k-'o-k-l-u-ʃ"", ""k-'o-m-p-a-s"", ""k-'o-n-i-χ"", ""k-'o-p-i"", ""k-'o-p-i-j-a"", ""k-'o-p-t-a"", ""k-'o-r-ʒ-i-k"", ""k-'o-ʒ-i-n-k-a"", ""k-a-b-i-r-k-'o-t"", ""k-a-l-'o-n-i-0-0"", ""k-a-l-'o-ʃ-0"", ""k-a-l-a-d-'o-w-k-a"", ""k-a-l-ts-'o"", ""k-a-l-χ-'o-z"", ""k-a-l-χ-'o-z-n-i-k"", ""k-a-l-χ-'o-z-n-i-k'"", ""k-a-m-'o-d"", ""k-a-m-a-n-d-i-r-'o-w-k-a"", ""k-a-m-b-i-k-'o-r-m-a"", ""k-a-m-i-s-i-'o-n-n-i-0"", ""k-a-m-p-'o-t"", ""k-a-m-s-'o-r-ɡ"", ""k-a-m-s-a-m-'o-l"", ""k-a-m-s-a-m-'o-l-i-ts"", ""k-a-n-s-i-r-w-a-t-'o-r-i-0-0"", ""k-a-n-t-'o-r-a"", ""k-a-n-t-r-'o-l-n-i-0"", ""k-a-n-t-r-a-l-'o-r"", ""k-a-n-ts-i-0-t-r-a-ts-i-'o-n-i-0"", ""k-a-n-w-'o-j"", ""k-a-p-i-ʃ-'o-n"", ""k-a-p-r-'o-n"", ""k-a-r-'o-b-k-a"", ""k-a-r-'o-l"", ""k-a-r-'o-n-k-a"", ""k-a-r-d-'o-n"", ""k-a-r-e-ʃ-'o-k"", ""k-a-r-i-d-'o-r"", ""k-a-w-b-'o-j"", ""k-i-'o-s-k"", ""k-i-l-'o"", ""k-i-l-'o"", ""k-i-m-a-n-'o"", ""k-i-n-'o"", ""k-i-s-l-a-r-'o-d"", ""k-o-n-'o-p-k-a"", ""k-u-l-t-p-a-χ-'o-d"", ""k-u-r-'o-r-t"", ""k-u-r-u-ʒ-'o-k"", ""k-u-r-ʒ-'o-k"", ""l-'o-z-u-n-ɡ"", ""l-a-t-'o"", ""l-i-m-'o-n"", ""l-i-n-'o-l-i-u-m"", ""l-i-s-t-'o-w-k-a"", ""m-'o-d-a"", ""m-'o-r-ɡ"", ""m-'o-r-p-i-0"", ""m-a-ɡ-n-i-t-a-p-'o-n"", ""m-a-j-'o-r"", ""m-a-k-a-r-'o-n-0"", ""m-a-k-i-n-t-'o-ʃ"", ""m-a-r-'o-ʒ-a-0-0-0-0"", ""m-a-r-'o-ʒ-e-n-i-0-0"", ""m-a-s-l-a-b-'o-j-k-a"", ""m-a-t-'o-r"", ""m-a-t-r-'o-s"", ""m-e-t-r-'o"", ""m-i-k-r-'o-p"", ""m-i-k-r-a-f-'o-n"", ""m-i-k-r-a-s-k-'o-p"", ""m-i-l-i-'o-n"", ""m-i-l-l-i-'o-n"", ""n-'o-m-i-r"", ""n-'o-r-m-a"", ""n-'o-r-m-a"", ""n-a-b-'o-j-k-a"", ""n-a-l-'o-ɡ"", ""n-a-r-k-'o-z"", ""n-a-s-'o-s"", ""n-a-tʃ-'o-s"", ""n-e-j-l-'o-n"", ""o-k-'o-l"", ""o-s-t-'o-r"", ""p-'o-0-e-z-d"", ""p-'o-d-p-i-s"", ""p-'o-j-i-z-0"", ""p-'o-r-m-a"", ""p-'o-r-m-a"", ""p-'o-w-a-r"", ""p-a-l-t-'o"", ""p-a-m-i-d-'o-r"", ""p-a-r-a-k-u-r-'o-r"", ""p-a-r-a-ʃ-'o-k"", ""p-a-r-a-w-'o-z"", ""p-a-r-t-'o"", ""p-a-r-t-a-k-'o-l"", ""p-a-t-i-p-'o-n"", ""p-a-t-r-'o-n"", ""p-a-χ-'o-d"", ""p-e-r-e-w-'o-tʃ-i-k"", ""p-e-r-ts-'o-w-k-a"", ""p-i-l-'o-s-o-p"", ""p-i-l-a-r-m-'o-n-i-0-0"", ""p-i-l-o-s-'o-p-i-0-0"", ""p-i-r-'o-k"", ""p-i-r-'o-ʒ-n-0-0-i"", ""p-i-r-i-tʃ-'o-s-k-a"", ""p-i-s-'o-k"", ""p-i-s-t-'o-r"", ""p-o-l-'o-m-b-a"", ""p-o-r-'o-b-a"", ""p-o-r-'o-m-i-s-l-a"", ""p-o-r-'o-n-t"", ""p-o-r-'o-p-k-a"", ""p-o-r-'o-p-u-s-k"", ""p-o-t-'o-ɡ-r-a-p"", ""p-o-tʃ-t-a-l-i-'o-n"", ""p-u-d-b-'o-l"", ""p-u-l-i-m-j-'o-t"", ""p-u-r-ɡ-'o-n"", ""p-u-t-j-'o-w-k-a"", ""p-u-tʃ-'o-n-o-k"", ""r-'o-z-a"", ""r-a-b-'o-tʃ-i-0"", ""r-a-d-i-'o-l-a"", ""r-a-d-i-o-p-i-r-j-'o-m-n-i-k'"", ""r-a-j-'o-n"", ""r-a-j-k-'o-m"", ""r-a-ʃː-'o-t"", ""r-e-k-'o-r-d"", ""r-e-ʃ-'o-t-k-a"", ""r-i-sː-'o-r-0"", ""s-a-m-a-l-j-'o-t"", ""s-a-n-a-t-'o-r-i-0"", ""sː-'o-d-a"", ""sː-a-m-a-ɡ-'o-n"", ""sː-a-m-a-l-j-'o-t"", ""sː-a-n-a-t-'o-r-i-0"", ""sː-a-w-χ-'o-z"", ""sː-i-r-'o-p"", ""sː-u-k-n-'o"", ""sʷ-0-e-t-a-p-'o-r"", ""ʃ-'o-m-p-u-l"", ""ʃː-'o-t-k-a"", ""ʃː-'o-t-k-a"", ""ʃː-'o-t-tʃ-i-k"", ""ʃː-i-p-'o-n"", ""ʃː-i-w-0-'o-t"", ""t-'o-n-a"", ""t-'o-r-m-u-z"", ""t-'o-tʃ-k-a"", ""t-a-l-'o-n"", ""t-e-l-e-a-p-'o-n"", ""t-e-l-e-p-'o-n"", ""t-i-r-i-k-'o"", ""t-o-χ-'o-b-k-a"", ""tʃ-a-χ-'o-t-k-a"", ""tʃ-e-m-p-i-'o-n"", ""tʃ-i-χ-'o-l"", ""tʃ-i-χ-'o-t-k-a"", ""u-b-'o-r-n-i-0-0"", ""u-b-'o-r-ʃː-i-ts-a"", ""u-k-'o-l"", ""u-s-t-'o-r"", ""u-s-t-'o-r-o-ʒ"", ""u-ʃ-k-'o-l-0"", ""w-'o-b-l-a"", ""w-'o-t-k-a"", ""w-a-j-n-k-'o-m"", ""w-a-l-i-0-b-'o-l"", ""w-i-n-'o"", ""w-o-d-o-r-'o-d"", ""z-a-'o-tʃ-n-i-0-0"", ""z-a-'o-tʃ-n-i-k"", ""z-a-b-'o-r"", ""z-a-ɡ-a-t-'o-w-k-a"", ""z-a-k-'o-n"", ""z-a-tʃː-'o-t"", ""z-a-w-'o-d"", ""z-a-w-χ-'o-z"", ""z-o-o-l-'o-ɡ-i-0-0"", ""ʒ-e-l-e-z-o-b-e-t-'o-n"", ""χ-l-a-r-a-p-'o-r-m-a"", ""χː-u-d-'o-ʒ-n-i-k'""]"
768,Botlikh,'o,'u,12,"[""b-i-t-'u-n"", ""ɡ-'u-z-e-r"", ""k-a-0-t-'u-ʃ-k-a"", ""k-a-l-'u-ʃ-0"", ""k-a-r-d-'u-m"", ""k-a-r-t-'u-ʃ-k-a"", ""m-a-χː-'u-r-k-a"", ""n-'u-m-e-r"", ""p-a-0-0-r-'u-z-0"", ""p-a-ɡ-'u-n"", ""p-u-r-ɡ-'u-n"", ""w-a-ɡ-'u-n""]"
769,Botlikh,'o,a,1,"[""r-'a-d-i-w-a-l-0""]"
770,Botlikh,'o,e,1,"[""ʃ-'o-p-e-r""]"
771,Botlikh,'o,i,2,"[""l-i-j-'o-tʃ-i-k"", ""ʃ-'o-p-i-r""]"
772,Botlikh,'o,k,1,"[""k-a-z-'i-r-k-a""]"
773,Botlikh,'o,o,46,"['t-o-χ-t-u-r', ""j-a-p-o-n-'i-j-a"", ""j-a-p-o-n-'i-j-a"", ""j-a-p-o-n-'i-j-a"", ""j-a-p-o-n-'i-j-a"", 'k-a-l-s-o-n', 'k-a-p-r-o-n', 'p-o-s-t', 'z-a-k-o-n', 'z-a-k-o-n', 'a-k-t-e-b-rʲ-o-n-o-k', 'b-o-r-ʃ', 'd-o-r-o-b', 'ɡ-o-l', ""j-'o-d-o-f-o-r-m-a"", 'j-o-d', 'k-i-l-i-j-o-n-k-a', 'k-i-lʲ-0-0-o-n-k-a', 'k-i-n-o-a-k-tʲ-o-r', 'l-a-rʲ-o-k', 'l-i-kʲ-o-r', 'lʲ-o-tʃ-i-k', 'm-a-n-tʲ-o-r', ""p-'a-r-t-o-r-ɡ"", 'p-o-l-k', 'p-o-r-t', ""p-o-s-0-n-i-0-0-m-'a-s-l-a"", 'p-o-s-t', ""r-'a-j-i-s-p-a-l-k-o-m"", 'r-i-m-o-n-t', 'sː-o-k', 'sː-o-r-t', 'ʃː-o-t', 't-o-k', 't-o-r-p', 't-o-r-t', 't-o-s-t', 'u-tʃ-o-t', 'u-tʃ-o-tʃː-i-k', ""w-'i-b-r-i-o-n"", 'w-e-r-t-a-lʲ-o-t', 'w-o-ʒ-d', 'w-z-n-o-s', 'z-a-p-r-o-s', 'z-e-lʲ-o-n-k-a', 'χ-o-r']"
774,Botlikh,'o,u,5,"[""p-'a-r-p-u-r"", 'p-a-t-r-u-n', 'p-u-tʃ-0-0', ""p-u-tʃ-k-'a"", ""p-u-tʃ-k-'a""]"
775,Botlikh,'u,'a,1,"[""k-a-n-s-u-l-t-'a-ts-i-0-0""]"
776,Botlikh,'u,'u,107,"[""b-e-l-a-r-'u-s"", ""b-e-l-a-r-'u-s"", ""b-e-l-a-r-'u-s"", ""b-e-l-a-r-'u-s"", ""b-e-l-a-r-'u-s"", ""b-e-l-a-r-'u-s"", ""d-e-ʒ-'u-r-n-a-0"", ""i-n-d-'u-s"", ""i-n-d-'u-s"", ""i-n-d-'u-s"", ""k-u-l-t-'u-r-a"", ""m-i-n-'u-t-a"", ""p-a-t-r-'u-ɬ-i"", ""sː-'u-t' "", ""ʃː-0-i-k-a-t-'u-r"", ""t-'u-p-l-j-a"", ""t-'u-r-0-k"", ""t-'u-r-0-k"", ""t-'u-r-0-k"", ""t-u-r-'u-d"", ""u-d-m-'u-r-t"", ""u-d-m-'u-r-t"", ""u-d-m-'u-r-t"", ""χ-i-n-a-l-'u-ɡ"", ""χ-i-n-a-l-'u-ɡ"", ""a-b-t-a-r-'u-tʃ-k-a"", ""a-k-'u-l-a"", ""a-w-t-a-r-'u-tʃ-k-a"", ""b-'u-l-k-a"", ""b-u-r-ʒ-'u-j"", ""d-e-ʒ-'u-r-n-i-0"", ""d-i-s-k-'u-s-i-0-0"", ""e-0-s-k-'u-r-s-i-0-0"", ""ɡ-'u-s-l-e"", ""ɡ-a-r-n-i-t-'u-r"", ""ɡ-u-r-'u-p-a"", ""i-ɡ-r-'u-ʃ-k-a"", ""i-j-'u-l"", ""i-j-'u-n"", ""i-n-s-0-i-t-'u-t"", ""i-n-s-t-i-t-'u-t"", ""i-s-k-'u-s-t-w-o"", ""i-ʃ-n-'u-r"", ""j-'u-b-k-a"", ""k-'u-b-o-k"", ""k-'u-k-o-l-n-i-0"", ""k-'u-r-s-e"", ""k-'u-r-t-k-a"", ""k-'u-z-o-w"", ""k-'u-χ-n-i"", ""k-a-m-'u-n-a"", ""k-a-n-d-'u-k-t-o-r"", ""k-a-n-s-t-i-t-'u-ts-i-0-0"", ""k-a-n-t-r-i-b-'u-ts-i-0-0"", ""k-a-p-'u-s-t-a"", ""k-a-p-'u-t"", ""k-a-r-i-k-a-t-'u-r-a"", ""k-a-s-t-'u-m"", ""k-a-t-'u-ʃ-a"", ""k-a-w-u-tʃ-'u-k"", ""k-u-l-'u-b"", ""k-u-l-'u-m-b-a"", ""k-u-l-t-'u-r-a"", ""k-u-r-'u-ʃ-k-a"", ""l-i-t-i-r-a-t-'u-r-a"", ""m-'u-ʃ-k-a"", ""m-'u-z-i-k-a"", ""m-a-r-ʃ-r-'u-t"", ""m-i-n-'u-t-0"", ""m-u-0-ʃ-t-'u-k'"", ""n-a-'u-ʃ-n-i-k"", ""n-a-t-'u-r-a"", ""p-'u-d-r-u"", ""p-'u-t-k-a"", ""p-'u-t-k-a"", ""p-a-l-'u-t-a-r-k-a"", ""p-a-r-a-ɡ-'u-l"", ""p-a-r-a-k-u-r-a-t-'u-r-a"", ""p-a-r-a-ʃ-'u-t"", ""p-a-t-r-'u-l"", ""p-e-t-r-'u-ʃ-k-a"", ""p-i-s-k-u-l-t-'u-r-a"", ""p-r-o-p-s-o-j-'u-z"", ""q-a-r-p-'u-z"", ""r-'u-m-k-a"", ""r-'u-tʃ-k-a"", ""r-a-d-i-o-'u-z-e-l"", ""r-a-ɡ-'u"", ""r-a-s-k-a-l-a-d-'u-ʃ-k-a"", ""r-e-s-p-'u-b-l-i-k-a"", ""r-e-w-o-l-j-'u-ts-i-0-0"", ""r-e-z-a-l-j-'u-ts-i-0-0"", ""sː-'u-m-k-a"", ""sː-a-j-'u-z"", ""sː-a-n-d-'u-k'"", ""sː-i-k-'u-n-d-0"", ""ʃ-'u-b-a"", ""ʃ-a-m-p-'u-n"", ""ʃː-0-u-k-a-t-'u-r-k-a"", ""t-'u-p-l-i"", ""t-a-l-k-'u-tʃ-k-a"", ""t-e-m-p-i-r-a-t-'u-r-a"", ""t-u-r-'u-s-i-k-0"", ""z-a-k-'u-s-a-tʃ-n-i-0-0"", ""z-a-k-'u-s-k-a"", ""ʒ-'u-l-i-k'"", ""χ-i-r-'u-r-ɡ""]"
777,Botlikh,'u,r,1,"[""k-'u-r-ʒ-0-0-a""]"
778,Botlikh,'u,u,22,"[""m-i-n-u-t-'a"", ""m-i-n-u-t-'a"", 'm-i-n-u-t-a', ""sː-'a-j-u-z"", 'd-u-ʃ', 'j-u-ɡ', 'k-u-l-u-b', 'k-u-r-s', 'n-u-l', ""p-'i-z-k-u-l-t-u-r-a"", 'p-u-t', ""q-a-l-'a-w-u-r"", ""q-a-l-'a-w-u-r"", ""q-a-r-'a-w-u-l"", ""q-a-r-'a-w-u-l"", 'r-e-w-a-l-j-u-ts-i-0-0', 'r-u-l', 'sː-u-m-k-a', ""sː-u-t'"", 't-u-k', 't-u-z', ""t'-u-z""]"
779,Botlikh,0,'a,1,"[""i-s-p-'a-r-a-w-k-a""]"
780,Botlikh,0,'e,1,"[""w-e-n-ɡ-'e-r""]"
781,Botlikh,0,'i,1,"[""tʃ-a-h-'i-n-i-k'""]"
782,Botlikh,0,'o,1,"[""l-i-j-'o-tʃ-i-k""]"
783,Botlikh,0,a,103,"[""ɡ-a-r-'a-ʒ-d-a-n-i-n"", ""k-a-l-'a-s"", 'o-t-p-u-s-k-a', ""p-a-r-a-k-u-r-'o-r"", ""sː-'i-m-i-0-t-k-a"", 'sː-o-w-e-t w-a-l-a-s-t', ""w-a-r-'a-tʃ"", 'w-a-r-a-tʃ', ""b-'a-n-k-a"", ""b-a-l-'a-n-k"", ""b-a-l-'a-t"", ""b-a-r-'a-k"", ""d-'i-s-k-a"", ""d-a-r-'a-n-k-a"", ""d-a-r-'a-p"", ""d-i-tsː-'i-m-e-t-r-a"", ""dʒ-a-n-d-'a-r-m-a"", ""ɡ-a-l-a-ɡ-'o-l"", ""ɡ-a-r-'a-d-u-s"", ""ɡ-a-r-'a-m"", ""ɡ-a-r-'a-ʒ-d-a-n-i-n"", ""ɡ-a-r-a-m-'a-t-i-k-a"", ""ɡ-a-r-a-n-'a-t-a"", ""ɡ-a-r-a-n-'i-t"", ""ɡ-a-r-a-p-'i-n"", ""ɡ-a-r-a-p-'i-t"", ""i-s-k-a-l-'a-d"", ""i-s-p-a-r-'a-w-k-a"", ""i-s-t-a-r-'a-χ"", ""i-ʃ-t-a-r-'a-p"", ""j-'o-d-o-f-o-r-m-a"", ""k-'a-d-r-a"", ""k-a-l-'a-p-a-n"", ""k-a-l-'a-s"", ""k-a-l-'a-w-i-ʃ-0"", ""k-a-l-a-d-'o-w-k-a"", ""k-a-l-a-r-n-'e-t"", ""k-a-m-b-i-k-'o-r-m-a"", ""k-a-r-'a-n"", ""k-a-r-'a-n-t"", ""k-a-r-'a-s-k-a"", ""k-a-r-'a-w-0-t"", ""k-a-r-'a-w-a-t"", ""k-a-r-a-χ-m-'a-l"", ""k-a-w-a-r-t-'i-r-a"", ""k-i-l-'o-m-e-t-r-a"", ""k-i-l-a-m-'e-t-r-a"", ""l-'e-t-r-a"", ""l-'i-p-t-a"", ""l-'i-t-r-a"", ""l-e-n-i-n-'i-z-m-a"", ""m-'e-t-r-a"", ""m-a-r-'a-m-o-r"", ""m-a-r-k-s-'i-z-m-a"", ""m-a-r-k-s-'i-z-m-l-e-n-i-n-'i-z-m-a"", ""m-i-l-'i-m-e-t-r-a"", ""n-'e-r-w-a"", ""p-'o-t-k-a-l-a-s"", ""p-a-l-'a-n"", ""p-a-l-'a-ʃː"", ""p-a-l-'a-w-k-a"", ""p-a-l-a-k-'a-t"", ""p-a-l-a-s-m-'a-s-a"", ""p-a-l-a-s-t-'i-n-k-a"", ""p-a-r-'a-z-n-i-k'"", ""p-a-r-a-'i-ɡ-r-i-w-a-t-e-l"", ""p-a-r-a-ɡ-'u-l"", ""p-a-r-a-ɡ-r-'a-m-a"", 'p-a-r-a-j-a-w-i-t-e-l', ""p-a-r-a-k-u-r-'o-r"", ""p-a-r-a-k-u-r-a-t-'u-r-a"", ""p-a-r-a-l-e-t-'a-r-i-0"", ""p-a-r-a-l-i-t-a-r-i-'a-t"", ""p-a-r-a-m-'i-ʃ-l-e-n-o-s-t"", ""p-a-r-a-p-'e-s-o-r"", ""p-a-r-a-p-'i-s-k-a"", ""p-a-r-a-p-a-ɡ-'a-n-d-a"", ""p-a-r-a-s-t-'i-n-0"", ""p-a-r-a-ts-'e-n-t"", ""p-a-r-a-w-a-k-'a-t-o-r"", ""p-a-r-a-w-a-k-'a-ts-i-0-0"", ""p-a-r-a-w-l-'e-n-i-0-0"", ""r-a-j-ts-'e-n-t-r-a"", ""r-a-s-'i-z-m-a"", ""r-a-s-k-a-l-a-d-'u-ʃ-k-a"", ""r-a-s-t-a-r-'a-t-a"", ""r-a-s-t-a-r-'a-tʃ-i-k"", ""sː-a-n-t-i-m-'e-t-r-a"", 'sː-o-w-e-t-s-k-i-0-0 w-a-l-a-s-t', ""t-a-r-'a-k-t-o-r"", ""t-a-r-'a-k-t-u-r"", ""t-a-r-a-k-t-o-r-'i-s-t"", ""t-a-r-a-l-'e-j-b-u-s"", ""t-a-r-a-m-b-'a-j"", ""t-a-r-a-m-w-'a-j"", ""t-e-l-e-a-p-'o-n"", ""w-a-r-'a-tʃ"", ""w-a-r-a-t-'a-r"", ""z-'a-j-m-a"", ""z-'a-j-m-a"", ""z-'a-k-s-a"", ""ʒ-i-r-'a-p-a"", ""χ-l-a-r-a-p-'o-r-m-a""]"
784,Botlikh,0,e,13,"[""ɡ-e-r-'e-k"", ""ɡ-e-r-'e-k"", ""ɡ-e-r-'e-k"", ""d-e-r-'e-l"", ""ɡ-e-r-'e-l-k-a"", ""k-e-r-'e-m"", ""k-e-r-'e-m-l-i"", ""k-e-r-'e-p-d-a-ʃ-i-n"", ""k-e-r-'e-s-t"", ""k-e-r-e-d-'i-t"", ""m-i-n-'i-s-t-e-r"", ""p-e-r-'e-n-i-k'"", ""s-e-w-e-tʃ-'a""]"
785,Botlikh,0,i,93,"['i-s-t-r-a-χ-o-w-a-j-t', ""i-ʃ-p-i-'o-n"", ""i-t-a-l-i-j-'a-n-0-ts"", ""i-z-w-o-n-'o-k"", ""i-zʷ-0-a-n-'i-t"", ""i-zʷ-0-e-n-'o"", ""p-a-t-r-'u-ɬ-i"", ""p-i-ʃ-e-n-'o"", 'ʃ-i-w-e-d', 'a-k-t-j-a-b-i-r', ""a-n-sː-'a-m-b-i-l"", ""b-i-r-'i-t-u-r"", ""d-i-k-'a-b-i-r"", ""d-i-n-e-w-n-'i-k"", ""d-i-r-0-ʒ-'a-b-i-l"", ""ɡ-i-l-i-ts-e-r-'i-n"", ""ɡ-i-r-'i-p"", ""i-s-b-'i-ʃ-k-a"", ""i-s-k-'a-t-i-r-0"", ""i-s-k-a-l-'a-d"", ""i-s-k-a-m-'e-j-k-a"", ""i-s-l-a-w-'a-r"", ""i-s-p-'a-r-a-w-k-a"", ""i-s-p-'i-r-t"", ""i-s-p-'i-s-o-k"", ""i-s-p-'i-ʃ-k-a"", ""i-s-p-a-r-'a-w-k-a"", ""i-s-t-'a-k-a-n"", ""i-s-t-'a-k-a-n"", ""i-s-t-'a-n-ts-i-0-0"", ""i-s-t-'a-n-ts-i-j-a"", ""i-s-t-'a-r-ʃ-i-n-a"", ""i-s-t-'a-ʒ"", ""i-s-t-'o-r-o-ʒ"", ""i-s-t-a-d-i-'o-n"", ""i-s-t-a-l-'i-ts-a"", ""i-s-t-a-l-'o-0-0-j-0"", ""i-s-t-a-r-'a-χ"", ""i-s-t-a-t-j-'a"", ""i-s-t-i-l-j-'a-ɡ-a"", ""i-s-t-i-p-'e-n-d-i-0-0"", 'i-s-t-r-a-p-i-l-0', 'i-s-t-u-d-e-0-t', ""i-ʃ-k-'a-b"", ""i-ʃ-l-'a-n-ɡ"", 'i-ʃ-l-j-a-p-a', ""i-ʃ-n-'u-r"", ""i-ʃ-p-'i-l-k-a"", ""i-ʃ-p-a-ɡ-'a-t"", ""i-ʃ-p-a-r-ɡ-'a-l-k-a"", ""i-ʃ-p-i-'o-n"", ""i-ʃ-p-r-'i-tsː"", ""i-ʃ-t-'a-m-p"", ""i-ʃ-t-'a-p-e-l"", ""i-ʃ-t-'i-k"", ""i-ʃ-t-a-r-'a-p"", ""i-z-d-'a-tʃ-a"", ""i-z-n-'a-k"", ""i-z-n-a-tʃ-'o-k"", ""i-z-w-a-n-'o-k"", ""i-z-w-e-n-'o"", ""k-a-l-'i-b-i-r"", ""k-a-m-b-'a-j-i-n"", ""k-a-r-n-'i-s-t-i-r-0"", ""k-e-r-'e-m-l-i"", ""k-i-l-'i-z-m-a"", 'k-i-l-i-j-o-n-k-a', 'k-i-lʲ-0-0-o-n-k-a', ""k-i-n-'i-ʃ-k-a"", ""k-i-r-'i-z-i-s"", ""k-i-r-i-m-d-i-ʃ-'i-n"", ""k-i-w-i-t-'a-n-ts-i-0-0"", ""m-a-t-a-ts-'i-k-0-i"", ""m-i-n-'i-s-t-i-r"", ""n-o-j-'a-b-i-r"", ""p-i-l-'i-t-k-a"", 'p-i-l-a-ʒ', ""p-i-r-'e-m-i-0-0"", ""p-i-r-'i-m-u-s"", ""p-i-r-i-tʃ-'o-s-k-a"", ""p-i-rʲ-'a-n-i-k'"", ""s-e-n-t-'a-b-i-rʲ"", ""s-i-j-'e-z-d"", ""s-i-w-'i-t-e-r"", ""s-i-w-i-d-'i-t-e-l-s-t-w-a"", ""s-k-i-r-'i-p-k-a"", ""sː-i-b-'i-ʃ-k-a"", ""t-i-'a-t-i-r"", ""t-i-r-i-k-'o"", 'u-n-i-w-e-r-i-s-i-t-e-t', ""w-'a-x-m-i-s-t-i-r"", ""z-b-e-r-k-i-n-'i-ʃ-k-a"", ""z-i-b-i-z-d-'a""]"
