ratio_of_changes,language,glottocode,lemma,pos,reference,meaning_ru,ipa_comparison,russian_ipa_comparison,metathesis,problems
0.88,Botlikh,botl1242,кансулта́ци,noun,"Alekseev, Azayev 2019",консультация,k-a-n-s-u-l-t-'a-ts-i-0-0,k-a-n-s-u-lʲ-t-a-ts-i-j-a,,
0.88,Akhvakh,akhv1239,касту',noun,"Magomedova, Abdulayeva 2007",костюм,k-a-s-t-'u-0,k-a-s-tʲ-'u-m,,
0.88,Botlikh,botl1242,кере́ст,noun,"Alekseev, Azayev 2019",крест,k-e-r-'e-s-t,k-0-rʲ-'e-s-t,,
0.88,Botlikh,botl1242,ма́стер,noun,"Alekseev, Azayev 2019",мастер,m-'a-s-t-e-r,m-'a-s-tʲ-i-r,,
0.88,Botlikh,botl1242,ма́узер,noun,"Alekseev, Azayev 2019",маузер,m-'a-u-z-e-r,m-'a-u-zʲ-i-r,,
0.88,Akhvakh,akhv1239,мину'ти,noun,"Magomedova, Abdulayeva 2007",минута,m-i-n-'u-t-i,mʲ-i-n-'u-t-a,,
0.88,Bagvalal,bagv1239,МИН́УТ/МИНÓТ,,Magomedova 2004,минута,m-i-n-'u-t-0,mʲ-i-n-'u-t-a,,
0.88,Botlikh,botl1242,мину́т,noun,"Alekseev, Azayev 2019",минута,m-i-n-'u-t-0,mʲ-i-n-'u-t-a,,
0.88,Botlikh,botl1242,мину́т,noun,"Saidova, Abusov 2012",минута,m-i-n-'u-t-0,mʲ-i-n-'u-t-a,,
0.88,Godoberi,ghod1238,МИНУ́Т/И,,Saidova 2006,минута,m-i-n-'u-t-i,mʲ-i-n-'u-t-a,,
0.88,Karata-Tukita,kara1474,МИНУ'Т,,"Magomedova, Khalidova 2001",минута,m-i-n-'u-t-0,mʲ-i-n-'u-t-a,,
0.88,Botlikh,botl1242,нейло́н,noun,"Alekseev, Azayev 2019",нейлон,n-e-j-l-'o-n,nʲ-i-j-l-'o-n,,
0.88,Bagvalal,bagv1239,АКИЙÁН,noun,Magomedova 2004,океан,a-k-i-j-'a-n,a-kʲ-i-0-'a-n,,
0.88,Akhvakh,akhv1239,пала'с̄и,noun,"Magomedova, Abdulayeva 2007",палас,p-a-l-'a-s:-i,p-a-l-'a-s-0,,
0.88,Godoberi,ghod1238,ПАЛÁССА,,Saidova 2006,палас,p-a-l-'a-s:-a,p-a-l-'a-s-0,,
0.88,Botlikh,botl1242,пинжа́к,noun,"Alekseev, Azayev 2019",пиджак,p-i-n-ᴣ-'a-k,pʲ-i-d-ᴣ-'a-k,,
0.88,Botlikh,botl1242,пинжа́к,noun,"Saidova, Abusov 2012",пиджак,p-i-n-ᴣ-'a-k,pʲ-i-d-ᴣ-'a-k,,
0.88,Chamalal,cham1309,ПИСТОЛ,noun III,Magomedova 1999,пистон,p-i-s-t-o-l,pʲ-i-s-t-'o-lʲ,,
0.88,Botlikh,botl1242,ра́дива,noun,"Alekseev, Azayev 2019",радио,r-'a-d-i-w-a,r-'a-dʲ-i-0-a,,
0.88,Botlikh,botl1242,рашпил,,"Alekseev, Azayev 2019",рашпиль,r-a-ʃ-p-i-l,r-a-ʃ-pʲ-'i-lʲ,,
0.88,Botlikh,botl1242,ре́ктор,,"Alekseev, Azayev 2019",ректор,r-'e-k-t-o-r,rʲ-'e-k-t-a-r,,
0.88,Botlikh,botl1242,слава́р,noun,"Saidova, Abusov 2012",словарь,s-l-a-w-'a-r,s-l-a-v-'a-rʲ,,
0.88,Botlikh,botl1242,испи́рт,,"Alekseev, Azayev 2019",спирт,i-s-p-'i-r-t,0-s-pʲ-'i-r-t,,
0.88,Botlikh,botl1242,тиа́тир,noun,"Alekseev, Azayev 2019",театр,t-i-'a-t-i-r,tʲ-i-'a-t-0-r,,
0.88,Botlikh,botl1242,тиа́тир,noun,"Saidova, Abusov 2012",театр,t-i-'a-t-i-r,tʲ-i-'a-t-0-r,,
0.88,Botlikh,botl1242,тирико́,,"Alekseev, Azayev 2019",трико,t-i-r-i-k-'o,t-0-rʲ-i-k-'o,,
0.88,Bagvalal,bagv1239,ПАНÉРА,,Magomedova 2004,фанера,p-a-n-'e-r-a,f-a-nʲ-'e-r-a,,
0.88,Godoberi,ghod1238,ПАНÉРА,,Saidova 2006,фанера,p-a-n-'e-r-a,f-a-nʲ-'e-r-a,,
0.88,Karata-Tukita,kara1474,ПАНЕ'РА,,"Magomedova, Khalidova 2001",фанера,p-a-n-'e-r-a,f-a-nʲ-'e-r-a,,
0.88,Botlikh,botl1242,ма́стер,noun,"Alekseev, Azayev 2019","человек, который умеет делать что-л. хорошо",m-'a-s-t-e-r,m-'a-s-tʲ-i-r,,
0.88,Botlikh,botl1242,ишпио́н,,"Alekseev, Azayev 2019",шпион,i-ʃ-p-i-'o-n,0-ʃ-pʲ-i-'o-n,,
0.88,Botlikh,botl1242,йанва́р,noun,"Alekseev, Azayev 2019",январь,j-a-n-w-'a-r,j-a-n-v-'a-rʲ,,
0.88,Godoberi,ghod1238,ЙАНВÁР,,Saidova 2006,январь,j-a-n-w-'a-r,j-a-n-v-'a-rʲ,,
0.8813559322033898,Bagvalal,bagv1239,АБТАБИАГРÁ̄ПИЙА,noun,Magomedova 2004,автобиография,a-b-t-a-b-i-a-g-r-'a:-p-i-j-a,a-f-t-a-bʲ-i-a-g-r-'a-fʲ-i-j-a,,
0.8823529411764706,Botlikh,botl1242,ансса́мбил,noun,"Alekseev, Azayev 2019",ансамбль,a-n-s:-'a-m-b-i-l,a-n-s-'a-m-b-0-lʲ,,
0.8823529411764706,Botlikh,botl1242,бандеро́л,noun,"Alekseev, Azayev 2019",бандероль,b-a-n-d-e-r-'o-l,b-a-n-dʲ-æ-r-'o-lʲ,,
0.8823529411764706,Botlikh,botl1242,балшиви́к,noun,"Saidova, Abusov 2012",большевик,b-a-l-ʃ-i-w-'i-k,b-a-lʲ-ʃ-i-vʲ-'i-k,,
0.8823529411764706,Botlikh,botl1242,дире́ктор,noun,"Alekseev, Azayev 2019",директор,d-i-r-'e-k-t-o-r,dʲ-i-rʲ-'e-k-t-a-r,,
0.8823529411764706,Botlikh,botl1242,запра́вит и,,"Alekseev, Azayev 2019",заправить,z-a-p-r-'a-w-i-t,z-a-p-r-'a-vʲ-i-tʲ,,
0.8823529411764706,Botlikh,botl1242,захва́чик,noun,"Alekseev, Azayev 2019",захватчик,z-a-χ-w-'a-tʃ-i-k,z-a-x-v-'a-tʃ-i-k,,
0.8823529411764706,Godoberi,ghod1238,КЯНИ́КУЛ,,Saidova 2006,каникулы,kʲ-a-n-'i-k-u-l-0,k-a-nʲ-'i-k-u-l-i,,
0.8823529411764706,Botlikh,botl1242,каликти́в,noun,"Alekseev, Azayev 2019",коллектив,k-a-l-i-k-t-'i-w,k-a-lʲ-i-k-tʲ-'i-f,,
0.8823529411764706,Godoberi,ghod1238,КЯНВÉРТ/И,,Saidova 2006,конверт,kʲ-a-n-w-'e-r-t-i,k-a-n-vʲ-'e-r-t-i,,
0.8823529411764706,Botlikh,botl1242,контревалюционе́р,noun,"Alekseev, Azayev 2019",контрреволюционер,k-o-n-t-r-e-w-a-l-u-ts-i-o-n-'e-r,k-o-n-t-rʲ-i-v-a-lʲ-u-ts-i-a-n-'e-r,,
0.8823529411764706,Akhvakh,akhv1239,лаᴴ'почка,noun,"Magomedova, Abdulayeva 2007",лампочка,l-'a-0-p-o-tʃ-k-a,l-'a-m-p-a-tʃ-k-a,,
0.8823529411764706,Bagvalal,bagv1239,МИН́ИСТИР,,Magomedova 2004,министр,m-i-n-'i-s-t-i-r,mʲ-i-nʲ-'i-s-t-0-r,,
0.8823529411764706,Botlikh,botl1242,мини́стер,noun,"Saidova, Abusov 2012",министр,m-i-n-'i-s-t-e-r,mʲ-i-nʲ-'i-s-t-0-r,,
0.8823529411764706,Botlikh,botl1242,мини́стир,noun,"Alekseev, Azayev 2019",министр,m-i-n-'i-s-t-i-r,mʲ-i-nʲ-'i-s-t-0-r,,
0.8823529411764706,Godoberi,ghod1238,МИНИ́СТИР,,Saidova 2006,министр,m-i-n-'i-s-t-i-r,mʲ-i-nʲ-'i-s-t-0-r,,
0.8823529411764706,Botlikh,botl1242,алIи́чник,noun,"Alekseev, Azayev 2019",отличник,a-tɬ-'i-tʃ-n-i-k,a-tlʲ-'i-tʃ-nʲ-i-k,,
0.8823529411764706,Botlikh,botl1242,пулимйо́т,noun,"Alekseev, Azayev 2019",пулемет,p-u-l-i-m-j-'o-t,p-u-lʲ-i-mʲ-0-'o-t,,
0.8823529411764706,Godoberi,ghod1238,ПУЛИМÓТ/И,,Saidova 2006,пулемет,p-u-l-i-m-'o-t-i,p-u-lʲ-i-mʲ-'o-t-0,,
0.8823529411764706,Botlikh,botl1242,разве́чик,,"Alekseev, Azayev 2019",разведчик,r-a-zʷ-'e-tʃ-i-k,r-a-zvʲ-'e-tʃ:-i-k,,
0.8823529411764706,Botlikh,botl1242,ссалпе́тка,noun,"Alekseev, Azayev 2019",салфетка,s:-a-l-p-'e-t-k-a,s-a-l-fʲ-'e-t-k-a,,
0.8823529411764706,Botlikh,botl1242,ссамалйо́т,noun,"Alekseev, Azayev 2019",самолет,s:-a-m-a-l-j-'o-t,s-a-m-a-lʲ-0-'o-t,,
0.8823529411764706,Botlikh,botl1242,ссамасва́л,noun,"Alekseev, Azayev 2019",самосвал,s:-a-m-a-sʷ-0-'a-l,s-a-m-a-s-v-'a-l,,
0.8823529411764706,Botlikh,botl1242,зберка́сса,noun,"Alekseev, Azayev 2019",сберкасса,z-b-e-r-k-'a-s:-a,z-bʲ-i-r-k-'a-s-a,,
0.8823529411764706,Botlikh,botl1242,те́хникум,,"Alekseev, Azayev 2019",техникум,t-'e-χ-n-i-k-u-m,tʲ-'e-x-nʲ-i-k-u-m,,
0.8837209302325582,Botlikh,botl1242,арипме́тика,noun,"Saidova, Abusov 2012",арифметика,a-r-i-p-m-'e-t-i-k-a,a-rʲ-i-f-mʲ-'e-tʲ-i-k-a,,
0.8837209302325582,Godoberi,ghod1238,АРИПМÉТИКА,noun,Saidova 2006,арифметика,a-r-i-p-m-'e-t-i-k-a,a-rʲ-i-f-mʲ-'e-tʲ-i-k-a,,
0.8837209302325582,Botlikh,botl1242,инспе́кци,,"Alekseev, Azayev 2019",инспекция,i-n-s-p-'e-k-ts-i-0-0,i-n-s-pʲ-'e-k-ts-i-j-a,,
0.8837209302325582,Botlikh,botl1242,инспе́кци,noun,"Alekseev, Azayev 2019",инспекция.,i-n-s-p-'e-k-ts-i-0-0,i-n-s-pʲ-'e-k-ts-i-j-a,,
0.8837209302325582,Botlikh,botl1242,апициа́нка,noun,"Alekseev, Azayev 2019",официантка,a-p-i-ts-i-'a-n-0-k-a,a-fʲ-i-ts-i-'a-n-t-k-a,,
0.8837209302325582,Botlikh,botl1242,ссантиме́тра,noun,"Alekseev, Azayev 2019",сантиметр,s:-a-n-t-i-m-'e-t-r-a,s-a-n-tʲ-i-mʲ-'e-t-r-0,,
0.8846153846153846,Godoberi,ghod1238,КЯНСТИТУ́ЦИ,,Saidova 2006,конституция,kʲ-a-n-s-t-i-t-'u-ts-i-0-0,k-a-n-s-tʲ-i-t-'u-ts-i-j-a,,
0.8888888888888888,Botlikh,botl1242,взнос,noun,"Alekseev, Azayev 2019",взнос,w-z-n-o-s,v-z-n-o-s,,
0.8888888888888888,Andi,andi1255,гарам,,Salimov 2010,грамм,g-a-r-a-m,g-0-r-a-m,,
0.8888888888888888,Botlikh,botl1242,да́ча,noun,"Alekseev, Azayev 2019",дача,d-'a-tʃ-a,d-'a-tʃ-i,,
0.8888888888888888,Botlikh,botl1242,дже́мпир,noun,"Alekseev, Azayev 2019",джемпер,dʒ-'e-m-p-i-r,dʒ-'æ-m-pʲ-i-r,,
0.8888888888888888,Bagvalal,bagv1239,ИᴴКУБÁТАР,,Magomedova 2004,инкубатор,ĩ-0-k-u-b-'a-t-a-r,i-n-k-u-b-'a-t-a-r,,
0.8888888888888888,Godoberi,ghod1238,ИНТЕРНÁТ/И,,Saidova 2006,интернат,i-n-t-e-r-n-'a-t-i,i-n-t-i-r-n-'a-t-0,,
0.8888888888888888,Botlikh,botl1242,инфа́кт,noun,"Alekseev, Azayev 2019",инфаркт,i-n-f-'a-0-k-t,i-n-f-a-r-k-t,,
0.8888888888888888,Tindi,tind1238,К’ÁЩА,,Magomedova 2003,каша,kʲ-'a-ʃ:-a,k-'a-ʃ-a,,
0.8888888888888888,Botlikh,botl1242,каладо́вка,noun,"Alekseev, Azayev 2019",кладовая,k-a-l-a-d-'o-w-k-a,k-0-l-a-d-'o-f-k-a,,
0.8888888888888888,Botlikh,botl1242,килийонка,noun,"Saidova, Abusov 2012",клеёнка,k-i-l-i-j-o-n-k-a,k-0-lʲ-i-j-'o-n-k-a,,
0.8888888888888888,Botlikh,botl1242,калониза́тор,noun,"Alekseev, Azayev 2019",колонизатор,k-a-l-o-n-i-z-'a-t-o-r,k-a-l-a-nʲ-i-z-'a-t-a-r,,
0.8888888888888888,Godoberi,ghod1238,ЛÁГИР/И,,Saidova 2006,лагерь,l-'a-gʲ-i-r-i,l-'a-gʲ-i-rʲ-0,,
0.8888888888888888,Botlikh,botl1242,линчива́т игьи́,verb,"Alekseev, Azayev 2019",линчевать,l-i-n-tʃ-i-w-'a-t,lʲ-i-n-tʃ-i-v-'a-tʲ,,
0.8888888888888888,Botlikh,botl1242,медици́на,noun,"Alekseev, Azayev 2019",медицина,m-e-d-i-ts-'i-n-a,mʲ-i-dʲ-i-ts-'i-n-a,,
0.8888888888888888,Bagvalal,bagv1239,АБ́ИЦАР/АПИЦÉР,noun,Magomedova 2004,офицер,a-p-i-ts-'e-r,a-fʲ-i-ts-'e-r,,
0.8888888888888888,Botlikh,botl1242,апице́р,noun,"Alekseev, Azayev 2019",офицер,a-p-i-ts-'e-r,a-fʲ-i-ts-'e-r,,
0.8888888888888888,Botlikh,botl1242,апице́р,noun,"Saidova, Abusov 2012",офицер,a-p-i-ts-'e-r,a-fʲ-i-ts-'e-r,,
0.8888888888888888,Godoberi,ghod1238,АПИЦÉР,noun,Saidova 2006,офицер,a-p-i-ts-'e-r,a-fʲ-i-ts-'e-r,,
0.8888888888888888,Akhvakh,akhv1239,пиджа'ки,noun,"Magomedova, Abdulayeva 2007",пиджак,p-i-dʒ-'a-k-i,pʲ-i-dʒ-'a-k-0,,
0.8888888888888888,Bagvalal,bagv1239,РЕЦÉПТ,,Magomedova 2004,рецепт,r-e-ts-'e-p-t,rʲ-i-ts-'e-p-t,,
0.8888888888888888,Botlikh,botl1242,реце́пт,noun,"Saidova, Abusov 2012",рецепт,r-e-ts-'e-p-t,rʲ-i-ts-'e-p-t,,
0.8888888888888888,Bagvalal,bagv1239,̄СИКРИТÁР,,Magomedova 2004,секретарь,s:-i-k-r-i-t-'a-r,sʲ-i-k-rʲ-i-t-'a-rʲ,,
0.8888888888888888,Bagvalal,bagv1239,С̄́ЕСИЙА,,Magomedova 2004,сессия,s-'e:-s-i-j-a,sʲ-'e-sʲ-i-j-a,,
0.8888888888888888,Godoberi,ghod1238,СÉССИЙА,,Saidova 2006,сессия,s-'e-s:-i-j-a,sʲ-'e-sʲ-i-j-a,,
0.8888888888888888,Andi,andi1255,сабранийа,,Salimov 2010,собрание,s-a-b-r-a-n-i-j-a,s-a-b-r-'a-nʲ-i-j-e,,
0.8888888888888888,Andi,andi1255,истакан,,Salimov 2010,стакан,i-s-t-a-k-a-n,0-s-t-a-k-'a-n,,
0.8888888888888888,Botlikh,botl1242,иста́ршина,noun,"Alekseev, Azayev 2019",старшина,i-s-t-'a-r-ʃ-i-n-a,0-s-t-a-r-ʃ-i-n-'a,,
0.8888888888888888,Godoberi,ghod1238,ТЕМПИРАТУРА,,Saidova 2006,температура,t-e-m-p-i-r-a-t-u-r-a,tʲ-i-m-pʲ-i-r-a-t-'u-r-a,,
0.8888888888888888,Bagvalal,bagv1239,ТАРАХТАР́ИСТ,,Magomedova 2004,тракторист,t-a-r-a-χ-t-a-r-'i-s-t,t-0-r-a-k-t-a-rʲ-'i-s-t,,
0.8888888888888888,Botlikh,botl1242,тарактори́ст,noun,"Saidova, Abusov 2012",тракторист,t-a-r-a-k-t-o-r-'i-s-t,t-0-r-a-k-t-a-rʲ-'i-s-t,,
0.8888888888888888,Godoberi,ghod1238,ТАРАХТАРИ́СТ,,Saidova 2006,тракторист,t-a-r-a-χ-t-a-r-'i-s-t,t-0-r-a-k-t-a-rʲ-'i-s-t,,
0.8888888888888888,Chamalal,cham1309,ПУРАШКА,noun V,Magomedova 1999,фуражка,p-u-r-a-ʃ-k-a,f-u-r-'a-ʃ-k-a,,
0.8888888888888888,Botlikh,botl1242,ццирк,,"Alekseev, Azayev 2019",цирк,ts:-i-r-k,ts-'i-r-k,,
0.8888888888888888,Botlikh,botl1242,илектраста́нци,,"Alekseev, Azayev 2019",электростанция,i-l-e-k-t-r-a-s-t-'a-n-ts-i-0-0,i-lʲ-i-k-t-r-a-s-t-'a-n-ts-i-j-a,,
0.8888888888888888,Akhvakh,akhv1239,йа'щури,noun,"Magomedova, Abdulayeva 2007",ящур,j-'a-ʃ:-u-r-i,j-'a-ʃ:ʲ-u-r-0,,
0.8928571428571429,Botlikh,botl1242,контразве́дчик,noun,"Alekseev, Azayev 2019",контрразведчик,k-o-n-t-r-a-zʷ-0-'e-d-tʃ-i-k,k-o-n-t-r-a-z-vʲ-'e-t-tʃ-i-k,,
0.8936170212765957,Botlikh,botl1242,диклара́ци,noun,"Alekseev, Azayev 2019",декларация,d-i-k-l-a-r-'a-ts-i-0-0,dʲ-i-k-l-a-r-'a-ts-i-j-a,,
0.8936170212765957,Botlikh,botl1242,импирали́зм,noun,"Alekseev, Azayev 2019",империализм,i-m-p-i-r-0-a-l-'i-z-m,i-m-pʲ-i-rʲ-i-a-lʲ-'i-z-m,,
0.8936170212765957,Botlikh,botl1242,импирали́ст,noun,"Alekseev, Azayev 2019",империалист,i-m-p-i-r-0-a-l-'i-s-t,i-m-pʲ-i-rʲ-i-a-lʲ-'i-s-t,,
0.8936170212765957,Botlikh,botl1242,камбина́ц/и,noun,"Saidova, Abusov 2012",комбинация,k-a-m-b-i-n-'a-ts-i-0-0,k-a-m-bʲ-i-n-'a-ts-i-j-a,,
0.8936170212765957,Botlikh,botl1242,учи́телница,,"Saidova, Abusov 2012",учительница,u-tʃ-'i-t-e-l-n-i-ts-a,u-tʃ-'i-tʲ-i-lʲ-nʲ-i-ts-a,,
0.8947368421052632,Botlikh,botl1242,автамаби́л,noun,"Alekseev, Azayev 2019",автомобиль,a-w-t-a-m-a-b-'i-l,a-f-t-a-m-a-bʲ-'i-lʲ,,
0.8947368421052632,Botlikh,botl1242,гатава́лни,noun,"Alekseev, Azayev 2019",готовальня,g-a-t-a-w-'a-l-n-i,g-a-t-a-v-'a-lʲ-nʲ-i,,
0.8947368421052632,Godoberi,ghod1238,ДАКЛÁДЧИ,,Saidova 2006,докладчик,d-a-k-l-'a-d-tʃ-i-0,d-o-k-l-'a-d-tʃ-i-k,,
0.8947368421052632,Botlikh,botl1242,заате́хник,noun,"Alekseev, Azayev 2019",зоотехник,z-a-a-t-'e-χ-n-i-k,z-a-a-tʲ-'e-x-nʲ-i-k,,
0.8947368421052632,Godoberi,ghod1238,КЯНДИДÁТ/И,,Saidova 2006,кандидат,kʲ-a-n-d-i-d-'a-t-i,k-a-n-dʲ-i-d-'a-t-0,,
0.8947368421052632,Botlikh,botl1242,киламе́тра,noun,"Saidova, Abusov 2012",километр,k-i-l-a-m-'e-t-r-a,kʲ-i-l-a-mʲ-'e-t-r-1,,
0.8947368421052632,Botlikh,botl1242,киноактёр,noun,"Alekseev, Azayev 2019",киноактёр,k-i-n-o-a-k-tʲ-o-r,kʲ-i-n-a-a-k-tʲ-'o-r,,
0.8947368421052632,Godoberi,ghod1238,КИЛИЙÓНКА,,Saidova 2006,клеенка,kʲ-i-l-i-j-'o-n-k-a,k-0-lʲ-i-j-'o-n-k-a,,
0.8947368421052632,Botlikh,botl1242,калхо́зник,noun,"Saidova, Abusov 2012",колхозник,k-a-l-χ-'o-z-n-i-k,k-a-l-x-'o-zʲ-nʲ-i-k,,
0.8947368421052632,Botlikh,botl1242,литина́нт,noun,"Alekseev, Azayev 2019",лейтенант,l-i-0-t-i-n-'a-n-t,lʲ-i-j-tʲ-i-n-'a-n-t,,
0.8947368421052632,Botlikh,botl1242,матаци́ки,noun,"Alekseev, Azayev 2019",мотоцикл,m-a-t-a-ts-'i-k-0-i,m-a-t-a-ts-'i-k-l-0,,
0.8947368421052632,Botlikh,botl1242,акупа́ци,noun,"Alekseev, Azayev 2019",оккупация,a-k-u-p-'a-ts-i-0-0,a-k-u-p-'a-ts-i-j-a,,
0.8947368421052632,Botlikh,botl1242,парцига́р,noun,"Alekseev, Azayev 2019",портсигар,p-a-r-ts-0-i-g-'a-r,p-a-r-t-sʲ-i-g-'a-r,,
0.8947368421052632,Botlikh,botl1242,почталио́н,noun,"Saidova, Abusov 2012",почтальон,p-o-tʃ-t-a-l-i-'o-n,p-o-tʃ-t-a-lʲ-j-o-n,,
0.8947368421052632,Godoberi,ghod1238,ПАРАЦÉНТ/И,,Saidova 2006,процент,p-a-r-a-ts-'e-n-t-i,p-0-r-a-ts-'e-n-t-0,,
0.8947368421052632,Botlikh,botl1242,ссанато́ри,noun,"Saidova, Abusov 2012",санаторий,s:-a-n-a-t-'o-r-i-0,s-a-n-a-t-'o-rʲ-i-j,,
0.8947368421052632,Godoberi,ghod1238,ССАБРÁНИЙА,,Saidova 2006,собрание,s:-a-b-r-'a-n-i-j-a,s-a-b-r-'a-nʲ-i-j-e,,
0.8947368421052632,Botlikh,botl1242,телигра́ма,noun,"Alekseev, Azayev 2019",телеграмма,t-e-l-i-g-r-'a-m-a,tʲ-i-lʲ-i-g-r-'a-m-a,,
0.896551724137931,Akhvakh,akhv1239,ава'рийа,noun,"Magomedova, Abdulayeva 2007",авария,a-w-'a-r-i-j-a,a-v-'a-rʲ-i-j-a,,
0.896551724137931,Bagvalal,bagv1239,АВÁРИЙА,noun,Magomedova 2004,авария,a-w-'a-r-i-j-a,a-v-'a-rʲ-i-j-a,,
0.896551724137931,Botlikh,botl1242,апте́кар,noun,"Alekseev, Azayev 2019",аптекарь,a-p-t-'e-k-a-r,a-p-tʲ-e-k-a-rʲ,,
0.896551724137931,Godoberi,ghod1238,АРТИ́СТ/И,noun,Saidova 2006,артист,a-r-t-'i-s-t-i,a-r-tʲ-'i-s-t-0,,
0.896551724137931,Botlikh,botl1242,гарани́т,noun,"Alekseev, Azayev 2019",гранит,g-a-r-a-n-'i-t,g-0-r-a-nʲ-'i-t,,
0.896551724137931,Botlikh,botl1242,гере́лка,noun,"Alekseev, Azayev 2019",грелка,g-e-r-'e-l-k-a,g-0-rʲ-'e-l-k-a,,
0.896551724137931,Bagvalal,bagv1239,ДЕПУТÁТ,,Magomedova 2004,депутат,d-e-p-u-t-'a-t,dʲ-i-p-u-t-'a-t,,
0.896551724137931,Botlikh,botl1242,депута́т,noun,"Saidova, Abusov 2012",депутат,d-e-p-u-t-'a-t,dʲ-i-p-u-t-'a-t,,
0.896551724137931,Botlikh,botl1242,ме́дбаб\а,noun,"Alekseev, Azayev 2019","женщина, которая занимается изготовлением спиртных напитков, в т.ч. меда",m-'e-d-b-a-b-a,mʲ-e-d-b-'a-b-a,,
0.896551724137931,Bagvalal,bagv1239,ИНВАЛ́ИД,,Magomedova 2004,инвалид,i-n-w-a-l-'i-d,i-n-v-a-lʲ-'i-d,,
0.896551724137931,Botlikh,botl1242,кали́бир,noun,"Alekseev, Azayev 2019",калибр,k-a-l-'i-b-i-r,k-a-lʲ-'i-b-0-r,,
0.896551724137931,Botlikh,botl1242,капи́тан,noun,"Alekseev, Azayev 2019",капитан,k-a-p-'i-t-a-n,k-a-pʲ-i-t-'a-n,,
0.896551724137931,Botlikh,botl1242,капишо́н,noun,"Alekseev, Azayev 2019",капюшон,k-a-p-i-ʃ-'o-n,k-a-pʲ-u-ʃ-'o-n,,
0.896551724137931,Botlikh,botl1242,кавучу́к,noun,"Alekseev, Azayev 2019",каучук,k-a-w-u-tʃ-'u-k,k-a-0-u-tʃ-u-k,,
0.896551724137931,Botlikh,botl1242,ка́пидра,noun,"Alekseev, Azayev 2019",кафедра,k-'a-p-i-d-r-a,k-'a-fʲ-i-d-r-a,,
0.896551724137931,Botlikh,botl1242,кили́зма,noun,"Alekseev, Azayev 2019",клизма,k-i-l-'i-z-m-a,k-0-lʲ-'i-z-m-a,,
0.896551724137931,Botlikh,botl1242,кини́шка,noun,"Alekseev, Azayev 2019",книжка,k-i-n-'i-ʃ-k-a,k-0-nʲ-'i-ʃ-k-a,,
0.896551724137931,Botlikh,botl1242,кини́шка,noun,"Saidova, Abusov 2012",книжка,k-i-n-'i-ʃ-k-a,k-0-nʲ-'i-ʃ-k-a,,
0.896551724137931,Botlikh,botl1242,канве́рт,noun,"Alekseev, Azayev 2019",конверт,k-a-n-w-'e-r-t,k-a-n-vʲ-'e-r-t,,
0.896551724137931,Botlikh,botl1242,канве́рт,noun,"Saidova, Abusov 2012",конверт,k-a-n-w-'e-r-t,k-a-n-vʲ-'e-r-t,,
0.896551724137931,Botlikh,botl1242,карешо́к,noun,"Alekseev, Azayev 2019",корешок,k-a-r-e-ʃ-'o-k,k-a-rʲ-i-ʃ-'o-k,,
0.896551724137931,Bagvalal,bagv1239,КАЛИДÓР,,Magomedova 2004,коридор,k-a-l-i-d-'o-r,k-a-rʲ-i-d-'o-r,,
0.896551724137931,Godoberi,ghod1238,КУРУ́ШКЯ,,Saidova 2006,кружка,k-u-r-'u-ʃ-kʲ-a,k-0-r-'u-ʃ-k-a,,
0.896551724137931,Botlikh,botl1242,лимана́д,noun,"Alekseev, Azayev 2019",лимонад,l-i-m-a-n-'a-d,lʲ-i-m-a-n-'a-t,,
0.896551724137931,Botlikh,botl1242,мага́зин,noun,"Alekseev, Azayev 2019",магазин,m-a-g-'a-z-i-n,m-a-g-a-zʲ-'i-n,,
0.896551724137931,Godoberi,ghod1238,МАТУ́ШКЯ,,Saidova 2006,матушка,m-a-t-'u-ʃ-kʲ-a,m-'a-t-u-ʃ-k-a,,
0.896551724137931,Botlikh,botl1242,мушту́кI,noun,"Alekseev, Azayev 2019",мундштук,m-u-0-ʃ-t-'u-k',m-u-n-ʃ-t-'u-k,,
0.896551724137931,Bagvalal,bagv1239,АДИЙÁЛ,noun,Magomedova 2004,одеяло,a-d-i-j-'a-l-0,a-dʲ-i-j-'a-l-a,,
0.896551724137931,Botlikh,botl1242,адийа́л,noun,"Alekseev, Azayev 2019",одеяло,a-d-i-j-'a-l-0,a-dʲ-i-j-'a-l-a,,
0.896551724137931,Botlikh,botl1242,адийа́л,noun,"Saidova, Abusov 2012",одеяло,a-d-i-j-'a-l-0,a-dʲ-i-j-'a-l-a,,
0.896551724137931,Godoberi,ghod1238,АДИЙÁЛ,noun,Saidova 2006,одеяло,a-d-i-j-'a-l-0,a-dʲ-i-j-'a-l-a,,
0.896551724137931,Botlikh,botl1242,аста́вка,noun,"Saidova, Abusov 2012",отставка,a-s-t-'a-w-k-a,a-ts-t-'a-f-k-a,,
0.896551724137931,Godoberi,ghod1238,АСТÁВКА,noun,Saidova 2006,отставка,a-s-t-'a-w-k-a,a-ts-t-'a-f-k-a,,
0.896551724137931,Botlikh,botl1242,патипо́н,noun,"Alekseev, Azayev 2019",патефон,p-a-t-i-p-'o-n,p-a-tʲ-i-f-'o-n,,
0.896551724137931,Andi,andi1255,талмачи,,Salimov 2010,переводчик,t-a-l-m-a-tʃ-i,t-a-l-m-'a-tʃ-0,,
